Area_Locality,Society_Name,Numeric_Price,Title,BHK
Madhanandapuram,Madhanandapuram,7000000,2 BHK Flat for Sale in Madhanandapuram Chennai,2
Chromepet,Chromepet,7300000,3 BHK Flat for Sale in Chromepet Chennai,3
Mookambikai Nagar,Mookambikai Nagar,9500000,3 BHK Flat for Sale in Mookambikai Nagar Chennai,3
Oragadam,Oragadam,5000000,2 BHK Flat for Sale in Oragadam Chennai,2
Kelambakkam,Kelambakkam,4070000,2 BHK Flat for Sale in Kelambakkam Chennai,2
Tambaram West Tambaram,Tambaram West Tambaram,6500000,3 BHK Flat for Sale in Tambaram West Tambaram Chennai,3
Guduvancheri,Guduvancheri,6000000,2 BHK Flat for Sale in Guduvancheri Chennai,2
T Nagar,T Nagar,11500000,2 BHK Flat for Sale in T Nagar Chennai,2
Vadapalani,Vadapalani,14800000,3 BHK Flat for Sale in Vadapalani Chennai,3
Mugalivakkam,Mugalivakkam,9600000,2 BHK Flat for Sale in Mugalivakkam Chennai,2
Koyambedu,Koyambedu,26000000,3 BHK Flat for Sale in Koyambedu Chennai,3
Mogappair,Mogappair,8200000,2 BHK Flat for Sale in Mogappair Chennai,2
Poonamallee,Poonamallee,6000000,2 BHK Flat for Sale in Poonamallee Chennai,2
Medavakkam,Medavakkam,8500000,2 BHK Flat for Sale in Medavakkam Chennai,2
Thoraipakkam,Thoraipakkam,10000000,3 BHK Flat for Sale in Thoraipakkam Chennai,3
Nungambakkam,Nungambakkam,32500000,3 BHK Flat for Sale in Nungambakkam Chennai,3
Royapettah,Royapettah,6400000,2 BHK Flat for Sale in Royapettah Chennai,2
Keelkattalai,Keelkattalai,5000000,2 BHK Flat for Sale in Keelkattalai Chennai,2
Siruseri,Siruseri,6000000,2 BHK Flat for Sale in Siruseri Chennai,2
Adyar,Adyar,29000000,2 BHK Flat for Sale in Adyar Chennai,2
Oragadam,Oragadam,4500000,2 BHK Flat for Sale in Oragadam Chennai,2
Iyyappanthangal,Iyyappanthangal,14500000,3 BHK Flat for Sale in Iyyappanthangal Chennai,3
Kattupakkam,Kattupakkam,6500000,2 BHK Flat for Sale in Kattupakkam Chennai,2
Medavakkam,Medavakkam,11800000,3 BHK Flat for Sale in Medavakkam Chennai,3
Gerugambakkam,Gerugambakkam,4200000,2 BHK Flat for Sale in Gerugambakkam Chennai,2
Iyyappanthangal,Iyyappanthangal,3800000,2 BHK Flat for Sale in Iyyappanthangal Chennai,2
Anna Nagar,Anna Nagar,12500000,2 BHK Flat for Sale in Anna Nagar Chennai,2
Sabapathy Nagar Keelkattalai,Sabapathy Nagar Keelkattalai,12000000,3 BHK Flat for Sale in Sabapathy Nagar Keelkattalai Chennai,3
Thazhambur,Thazhambur,4200000,2 BHK Flat for Sale in Thazhambur Chennai,2
Pallikaranai,Pallikaranai,3900000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Sholinganallur,Sholinganallur,4000000,2 BHK Flat for Sale in Sholinganallur Chennai,2
Selaiyur,Selaiyur,13000000,2 BHK Flat for Sale in Selaiyur Chennai,2
Anna Nagar West,Anna Nagar West,30000000,3 BHK Flat for Sale in Anna Nagar West Chennai,3
Semmancheri,Semmancheri,5500000,2 BHK Flat for Sale in Semmancheri Chennai,2
Chembarambakkam,Chembarambakkam,4200000,3 BHK Flat for Sale in Chembarambakkam Chennai,3
Porur,Porur,7500000,2 BHK Flat for Sale in Porur Chennai,2
Nesapakkam,Nesapakkam,8500000,2 BHK Flat for Sale in Nesapakkam Chennai,2
Saligramam,Saligramam,11000000,2 BHK Flat for Sale in Saligramam Chennai,2
Goparasanallur,Goparasanallur,3900000,2 BHK Flat for Sale in Goparasanallur Chennai,2
Selaiyur,Selaiyur,5700000,2 BHK Flat for Sale in Selaiyur Chennai,2
Chromepet,Chromepet,4500000,2 BHK Flat for Sale in Chromepet Chennai,2
George Town,George Town,4200000,2 BHK Flat for Sale in George Town Chennai,2
Kanakammal Colony,Kanakammal Colony,10600000,2 BHK Flat for Sale in Kanakammal Colony Chennai,2
Thiruporur,Thiruporur,4500000,3 BHK Flat for Sale in Thiruporur Chennai,3
Padur,Padur,15000000,3 BHK Flat for Sale in Padur Chennai,3
Pallikaranai,Pallikaranai,9200000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Ags Colony Velachery,Ags Colony Velachery,5200000,2 BHK Flat for Sale in AGS Colony Velachery Chennai,2
Mangadu,Mangadu,5300000,2 BHK Flat for Sale in Mangadu Chennai,2
Kellys,Kellys,10000000,2 BHK Flat for Sale in Kellys Chennai,2
Navalur,Navalur,4300000,2 BHK Flat for Sale in Navalur Chennai,2
Oragadam,Oragadam,1760000,2 BHK Flat for Sale in Oragadam Chennai,2
Indian Bank Colony Ambattur,Indian Bank Colony Ambattur,9000000,3 BHK Flat for Sale in Indian Bank Colony Ambattur Chennai,3
Madhavaram,Madhavaram,5000000,2 BHK Flat for Sale in Madhavaram Chennai,2
Puzhal,Puzhal,6300000,2 BHK Flat for Sale in Puzhal Chennai,2
Porur,Porur,17500000,3 BHK Flat for Sale in Porur Chennai,3
Perambur,Perambur,5600000,2 BHK Flat for Sale in Perambur Chennai,2
Maduravoyal,Maduravoyal,10000000,3 BHK Flat for Sale in Maduravoyal Chennai,3
Arumbakkam,Arumbakkam,9000000,2 BHK Flat for Sale in Arumbakkam Chennai,2
Kolapakkam,Kolapakkam,6300000,2 BHK Flat for Sale in Kolapakkam Chennai,2
Sundaram Colony Tambaram Sanatoruim,Sundaram Colony Tambaram Sanatoruim,14900000,3 BHK Flat for Sale in Sundaram Colony Tambaram Sanatoruim Chennai,3
Madambakkam,Madambakkam,4000000,2 BHK Flat for Sale in Madambakkam Chennai,2
Perumbakkam,Perumbakkam,8100000,2 BHK Flat for Sale in Perumbakkam Chennai,2
Urapakkam,Urapakkam,9500000,3 BHK Flat for Sale in Urapakkam Chennai,3
Nelson Manickam Road,Nelson Manickam Road,27000000,3 BHK Flat for Sale in Nelson Manickam Road Chennai,3
Madhavaram,Madhavaram,19000000,3 BHK Flat for Sale in Madhavaram Chennai,3
Kelambakkam Vandalur Road,Kelambakkam Vandalur Road,5200000,2 BHK Flat for Sale in Kelambakkam Vandalur Road Chennai,2
Medavakkam,Medavakkam,7690000,3 BHK Flat for Sale in Medavakkam Chennai,3
Perungudi,Perungudi,11000000,2 BHK Flat for Sale in Perungudi Chennai,2
Kolathur,Kolathur,7500000,2 BHK Flat for Sale in Kolathur Chennai,2
Nesapakkam,Nesapakkam,7500000,2 BHK Flat for Sale in Nesapakkam Chennai,2
Medavakkam,Medavakkam,11000000,3 BHK Flat for Sale in Medavakkam Chennai,3
Navalur,Navalur,7500000,2 BHK Flat for Sale in Navalur Chennai,2
Kelambakkam,Kelambakkam,8000000,2 BHK Flat for Sale in Kelambakkam Chennai,2
Padur,Padur,4900000,2 BHK Flat for Sale in Padur Chennai,2
Pallavaram,Pallavaram,22500000,3 BHK Flat for Sale in Pallavaram Chennai,3
Vandalur,Vandalur,6500000,2 BHK Flat for Sale in Vandalur Chennai,2
Medavakkam,Medavakkam,7500000,2 BHK Flat for Sale in Medavakkam Chennai,2
Kilpauk,Kilpauk,19000000,2 BHK Flat for Sale in Kilpauk Chennai,2
Ganapathipuram Chromepet,Ganapathipuram Chromepet,6500000,2 BHK Flat for Sale in Ganapathipuram Chromepet Chennai,2
Sholinganallur,Sholinganallur,16500000,2 BHK Flat for Sale in Sholinganallur Chennai,2
Medavakkam,Medavakkam,8700000,2 BHK Flat for Sale in Medavakkam Chennai,2
Oragadam,Oragadam,4700000,3 BHK Flat for Sale in Oragadam Chennai,3
Perungudi,Perungudi,16000000,3 BHK Flat for Sale in Perungudi Chennai,3
Mogappair West Ambattur Industrial Estate,Mogappair West Ambattur Industrial Estate,13000000,2 BHK Flat for Sale in Mogappair West Ambattur Industrial Estate Chennai,2
Sithalapakkam,Sithalapakkam,6200000,2 BHK Flat for Sale in Sithalapakkam Chennai,2
Chembarambakkam,Chembarambakkam,7300000,2 BHK Flat for Sale in Chembarambakkam Chennai,2
Nandanam,Nandanam,28500000,3 BHK Flat for Sale in Nandanam Chennai,3
Subramanya Nagar Maasilamaneeswarar Nagar,Subramanya Nagar Maasilamaneeswarar Nagar,7900000,2 BHK Flat for Sale in Subramanya Nagar Maasilamaneeswarar Nagar Chennai,2
Santhome,Santhome,25000000,3 BHK Flat for Sale in Santhome Chennai,3
Chromepet,Chromepet,10500000,3 BHK Flat for Sale in Chromepet Chennai,3
Porur,Porur,8000000,2 BHK Flat for Sale in Porur Chennai,2
Chembarambakkam,Chembarambakkam,8300000,3 BHK Flat for Sale in Chembarambakkam Chennai,3
Mambakkam Sriperumbudur,Mambakkam Sriperumbudur,7000000,2 BHK Flat for Sale in Mambakkam Sriperumbudur Chennai,2
Kelambakkam,Kelambakkam,9500000,3 BHK Flat for Sale in Kelambakkam Chennai,3
Nerkundram,Nerkundram,9000000,3 BHK Flat for Sale in Nerkundram Chennai,3
Moolakadai,Moolakadai,9500000,2 BHK Flat for Sale in Moolakadai Chennai,2
Rv Nagar Kodungaiyur,Rv Nagar Kodungaiyur,5000000,2 BHK Flat for Sale in RV Nagar Kodungaiyur Chennai,2
Alandur,Alandur,15500000,2 BHK Flat for Sale in Alandur Chennai,2
Santhome,Santhome,7500000,2 BHK Flat for Sale in Santhome Chennai,2
Guduvancheri,Guduvancheri,4100000,2 BHK Flat for Sale in Guduvancheri Chennai,2
West Mambalam,West Mambalam,8600000,3 BHK Flat for Sale in West Mambalam Chennai,3
Siruseri,Siruseri,5000000,2 BHK Flat for Sale in Siruseri Chennai,2
Pallikaranai,Pallikaranai,9500000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Nungambakkam,Nungambakkam,49000000,3 BHK Flat for Sale in Nungambakkam Chennai,3
Madhavaram,Madhavaram,6730000,2 BHK Flat for Sale in Madhavaram Chennai,2
Kottivakkam,Kottivakkam,19100000,3 BHK Flat for Sale in Kottivakkam Chennai,3
Iyyappanthangal,Iyyappanthangal,6770000,2 BHK Flat for Sale in Iyyappanthangal Chennai,2
Mogappair West Ambattur Industrial Estate,Mogappair West Ambattur Industrial Estate,7500000,2 BHK Flat for Sale in Mogappair West Ambattur Industrial Estate Chennai,2
Selaiyur,Selaiyur,6409999,2 BHK Flat for Sale in Selaiyur Chennai,2
Gopalapuram,Gopalapuram,20099999,3 BHK Flat for Sale in Gopalapuram Chennai,3
Omr,Omr,45000000,3 BHK Flat for Sale in OMR Chennai,3
Mylapore,Mylapore,36000000,3 BHK Flat for Sale in Mylapore Chennai,3
Saligramam,Saligramam,10000000,2 BHK Flat for Sale in Saligramam Chennai,2
Thoraipakkam,Thoraipakkam,4600000,2 BHK Flat for Sale in Thoraipakkam Chennai,2
New Perungalathur,New Perungalathur,6000000,3 BHK Flat for Sale in New Perungalathur Chennai,3
Pallikaranai,Pallikaranai,5000000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Padi,Padi,11500000,3 BHK Flat for Sale in Padi Chennai,3
Koyambedu,Koyambedu,8500000,2 BHK Flat for Sale in Koyambedu Chennai,2
Chembarambakkam,Chembarambakkam,1700000,2 BHK Flat for Sale in Chembarambakkam Chennai,2
Triplicane,Triplicane,7000000,2 BHK Flat for Sale in Triplicane Chennai,2
Sithalapakkam,Sithalapakkam,7200000,3 BHK Flat for Sale in Sithalapakkam Chennai,3
Pallikaranai,Pallikaranai,8500000,3 BHK Flat for Sale in Pallikaranai Chennai,3
Kamarajapuram Sembakkam,Kamarajapuram Sembakkam,3600000,2 BHK Flat for Sale in Kamarajapuram Sembakkam Chennai,2
Thoraipakkam,Thoraipakkam,18000000,3 BHK Flat for Sale in Thoraipakkam Chennai,3
Chettipunyam,Chettipunyam,6000000,2 BHK Flat for Sale in Chettipunyam Chennai,2
Madhavaram,Madhavaram,5700000,2 BHK Flat for Sale in Madhavaram Chennai,2
Guduvancheri,Guduvancheri,4200000,2 BHK Flat for Sale in Guduvancheri Chennai,2
Maraimalai Nagar,Maraimalai Nagar,13000000,3 BHK Flat for Sale in Maraimalai Nagar Chennai,3
Sholinganallur,Sholinganallur,6700000,2 BHK Flat for Sale in Sholinganallur Chennai,2
Rajakilpakkam,Rajakilpakkam,5250000,2 BHK Flat for Sale in Rajakilpakkam Chennai,2
Madipakkam,Madipakkam,6500000,2 BHK Flat for Sale in Madipakkam Chennai,2
Nandivaram Guduvancheri,Nandivaram Guduvancheri,4000000,2 BHK Flat for Sale in Nandivaram Guduvancheri Chennai,2
Purushotham Nagar,Purushotham Nagar,8000000,2 BHK Flat for Sale in Purushotham Nagar Chennai,2
Tambaram West Tambaram,Tambaram West Tambaram,12000000,3 BHK Flat for Sale in Tambaram West Tambaram Chennai,3
Pallikaranai,Pallikaranai,7000000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Anna Nagar West,Anna Nagar West,15000000,2 BHK Flat for Sale in Anna Nagar West Chennai,2
Urapakkam,Urapakkam,5000000,2 BHK Flat for Sale in Urapakkam Chennai,2
Pozhichalur,Pozhichalur,4200000,2 BHK Flat for Sale in Pozhichalur Chennai,2
Kolathur,Kolathur,6000000,2 BHK Flat for Sale in Kolathur Chennai,2
Sembakkam,Sembakkam,6300000,2 BHK Flat for Sale in Sembakkam Chennai,2
Madipakkam,Madipakkam,8500000,2 BHK Flat for Sale in Madipakkam Chennai,2
Old Perungalathur,Old Perungalathur,4500000,2 BHK Flat for Sale in Old Perungalathur Chennai,2
Perambur,Perambur,75700000,2 BHK Flat for Sale in Perambur Chennai,2
Kolathur,Kolathur,8400000,2 BHK Flat for Sale in Kolathur Chennai,2
Perungudi,Perungudi,40000000,3 BHK Flat for Sale in Perungudi Chennai,3
Vgp Shanti Nagar,Vgp Shanti Nagar,7700000,3 BHK Flat for Sale in VGP Shanti Nagar Chennai,3
Perumbakkam,Perumbakkam,8500000,3 BHK Flat for Sale in Perumbakkam Chennai,3
Perungudi,Perungudi,8500000,2 BHK Flat for Sale in Perungudi Chennai,2
Virugambakkam,Virugambakkam,10000000,2 BHK Flat for Sale in Virugambakkam Chennai,2
Oragadam,Oragadam,2520000,2 BHK Flat for Sale in Oragadam Chennai,2
Urapakkam,Urapakkam,4300000,3 BHK Flat for Sale in Urapakkam Chennai,3
Nungambakkam,Nungambakkam,15000000,2 BHK Flat for Sale in Nungambakkam Chennai,2
Thoraipakkam,Thoraipakkam,21900000,3 BHK Flat for Sale in Thoraipakkam Chennai,3
Pallikaranai,Pallikaranai,6500000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Urapakkam,Urapakkam,3300000,2 BHK Flat for Sale in Urapakkam Chennai,2
Sholinganallur,Sholinganallur,21000000,3 BHK Flat for Sale in Sholinganallur Chennai,3
Velachery,Velachery,8100000,2 BHK Flat for Sale in Velachery Chennai,2
Gandhi Nagar Adyar,Gandhi Nagar Adyar,12000000,2 BHK Flat for Sale in Gandhi Nagar Adyar Chennai,2
Padur,Padur,7150000,3 BHK Flat for Sale in Padur Chennai,3
Kodambakkam,Kodambakkam,16000000,2 BHK Flat for Sale in Kodambakkam Chennai,2
Maduravoyal,Maduravoyal,8500000,2 BHK Flat for Sale in Maduravoyal Chennai,2
Kk Nagar,Kk Nagar,12000000,2 BHK Flat for Sale in KK Nagar Chennai,2
Kattupakkam,Kattupakkam,3800000,3 BHK Flat for Sale in Kattupakkam Chennai,3
Adyar,Adyar,13500000,2 BHK Flat for Sale in Adyar Chennai,2
Medavakkam,Medavakkam,5700000,2 BHK Flat for Sale in Medavakkam Chennai,2
Kolathur,Kolathur,8780000,3 BHK Flat for Sale in Kolathur Chennai,3
Andal Nagar Pozhichalur,Andal Nagar Pozhichalur,4740000,2 BHK Flat for Sale in Andal Nagar Pozhichalur Chennai,2
"Ponniamman Koil Street, Madipakkam","Ponniamman Koil Street, Madipakkam",3600000,"2 BHK Flat for Sale in Ponniamman Koil Street, Madipakkam Chennai",2
Sithalapakkam,Sithalapakkam,5300000,2 BHK Flat for Sale in Sithalapakkam Chennai,2
Nungambakkam,Nungambakkam,65000000,3 BHK Flat for Sale in Nungambakkam Chennai,3
Urapakkam,Urapakkam,6600000,3 BHK Flat for Sale in Urapakkam Chennai,3
Manapakkam,Manapakkam,12000000,2 BHK Flat for Sale in Manapakkam Chennai,2
Nanmangalam Manikandan Nagar,Nanmangalam Manikandan Nagar,4850000,2 BHK Flat for Sale in Nanmangalam Manikandan Nagar Chennai,2
Poonamallee,Poonamallee,4500000,2 BHK Flat for Sale in Poonamallee Chennai,2
Pallikaranai,Pallikaranai,3200000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Perungudi,Perungudi,11500000,2 BHK Flat for Sale in Perungudi Chennai,2
Chembarambakkam,Chembarambakkam,4300000,2 BHK Flat for Sale in Chembarambakkam Chennai,2
Kolathur,Kolathur,5500000,3 BHK Flat for Sale in Kolathur Chennai,3
Anna Nagar West Extension,Anna Nagar West Extension,7500000,2 BHK Flat for Sale in Anna Nagar West Extension Chennai,2
Poompuhar Nagar Ambattur,Poompuhar Nagar Ambattur,6500000,2 BHK Flat for Sale in Poompuhar Nagar Ambattur Chennai,2
Thazhambur,Thazhambur,4900000,2 BHK Flat for Sale in Thazhambur Chennai,2
Ganapathy Nagar Madambakkam,Ganapathy Nagar Madambakkam,5500000,2 BHK Flat for Sale in Ganapathy Nagar Madambakkam Chennai,2
Ayyavoo Colony,Ayyavoo Colony,8800000,2 BHK Flat for Sale in Ayyavoo Colony Chennai,2
Padur,Padur,7000000,2 BHK Flat for Sale in Padur Chennai,2
Velachery,Velachery,32000000,3 BHK Flat for Sale in Velachery Chennai,3
Nanmangalam Manikandan Nagar,Nanmangalam Manikandan Nagar,6110000,2 BHK Flat for Sale in Nanmangalam Manikandan Nagar Chennai,2
Selaiyur,Selaiyur,5500000,2 BHK Flat for Sale in Selaiyur Chennai,2
Uthandi,Uthandi,17000000,3 BHK Flat for Sale in Uthandi Chennai,3
Ambattur,Ambattur,11000000,2 BHK Flat for Sale in Ambattur Chennai,2
Guduvancheri,Guduvancheri,3870000,2 BHK Flat for Sale in Guduvancheri Chennai,2
Santhosapuram,Santhosapuram,4300000,2 BHK Flat for Sale in Santhosapuram Chennai,2
Jai Nagar Arumbakkam,Jai Nagar Arumbakkam,9000000,2 BHK Flat for Sale in Jai Nagar Arumbakkam Chennai,2
Koyambedu,Koyambedu,7500000,2 BHK Flat for Sale in Koyambedu Chennai,2
Pozhichalur,Pozhichalur,4800000,2 BHK Flat for Sale in Pozhichalur Chennai,2
Koyambedu,Koyambedu,33800000,3 BHK Flat for Sale in Koyambedu Chennai,3
Madipakkam,Madipakkam,5500000,2 BHK Flat for Sale in Madipakkam Chennai,2
Chitlapakkam,Chitlapakkam,6500000,3 BHK Flat for Sale in Chitlapakkam Chennai,3
Koluthuvanchery,Koluthuvanchery,5300000,2 BHK Flat for Sale in Koluthuvanchery Chennai,2
Kk Nagar,Kk Nagar,6000000,2 BHK Flat for Sale in KK Nagar Chennai,2
Perungalathur,Perungalathur,6000000,2 BHK Flat for Sale in Perungalathur Chennai,2
Urapakkam,Urapakkam,4500000,2 BHK Flat for Sale in Urapakkam Chennai,2
Karapakkam,Karapakkam,13000000,3 BHK Flat for Sale in Karapakkam Chennai,3
Kotturpuram,Kotturpuram,20000000,3 BHK Flat for Sale in Kotturpuram Chennai,3
Annanagar East,Annanagar East,24000000,2 BHK Flat for Sale in Annanagar East Chennai,2
Mahindra World City,Mahindra World City,8500000,3 BHK Flat for Sale in Mahindra World City Chennai,3
Ambattur,Ambattur,6700000,3 BHK Flat for Sale in Ambattur Chennai,3
Thillaiganga Nagar,Thillaiganga Nagar,5500000,2 BHK Flat for Sale in Thillaiganga Nagar Chennai,2
Nedkundram Extension,Nedkundram Extension,5000000,2 BHK Flat for Sale in Nedkundram Extension Chennai,2
Mogappair,Mogappair,7000000,2 BHK Flat for Sale in Mogappair Chennai,2
Prithvi Pakkam,Prithvi Pakkam,5600000,2 BHK Flat for Sale in Prithvi Pakkam Chennai,2
Thazhambur,Thazhambur,8900000,3 BHK Flat for Sale in Thazhambur Chennai,3
Navalur,Navalur,6000000,2 BHK Flat for Sale in Navalur Chennai,2
Koyambedu,Koyambedu,5900000,2 BHK Flat for Sale in Koyambedu Chennai,2
Velachery,Velachery,5000000,2 BHK Flat for Sale in Velachery Chennai,2
Voc Nagar Pammal,Voc Nagar Pammal,4500000,2 BHK Flat for Sale in VOC Nagar Pammal Chennai,2
West Saidapet,West Saidapet,8640000,2 BHK Flat for Sale in West Saidapet Chennai,2
Tngo Colony Adambakkam,Tngo Colony Adambakkam,10500000,2 BHK Flat for Sale in TNGO Colony Adambakkam Chennai,2
Thiruvanmiyur,Thiruvanmiyur,23000000,3 BHK Flat for Sale in Thiruvanmiyur Chennai,3
Pallavan Nagar Maduravoyal,Pallavan Nagar Maduravoyal,11299999,3 BHK Flat for Sale in Pallavan Nagar Maduravoyal Chennai,3
Kamarajapuram Sembakkam,Kamarajapuram Sembakkam,4000000,2 BHK Flat for Sale in Kamarajapuram Sembakkam Chennai,2
Adyar,Adyar,15000000,2 BHK Flat for Sale in Adyar Chennai,2
Perambur,Perambur,13000000,3 BHK Flat for Sale in Perambur Chennai,3
Kalavakkam,Kalavakkam,3000000,2 BHK Flat for Sale in Kalavakkam Chennai,2
Agaram,Agaram,5000000,2 BHK Flat for Sale in Agaram Chennai,2
Krishnaveni Nagar Medavakkam,Krishnaveni Nagar Medavakkam,6000000,2 BHK Flat for Sale in Krishnaveni Nagar Medavakkam Chennai,2
Chettipunyam,Chettipunyam,4000000,2 BHK Flat for Sale in Chettipunyam Chennai,2
Thiruvanmiyur,Thiruvanmiyur,8200000,2 BHK Flat for Sale in Thiruvanmiyur Chennai,2
Mannivakkam,Mannivakkam,5500000,2 BHK Flat for Sale in Mannivakkam Chennai,2
Korattur,Korattur,8000000,2 BHK Flat for Sale in Korattur Chennai,2
Manapakkam,Manapakkam,17000000,3 BHK Flat for Sale in Manapakkam Chennai,3
Rajakilpakkam,Rajakilpakkam,5300000,2 BHK Flat for Sale in Rajakilpakkam Chennai,2
Nungambakkam,Nungambakkam,17500000,2 BHK Flat for Sale in Nungambakkam Chennai,2
Jai Nagar Arumbakkam,Jai Nagar Arumbakkam,6200000,2 BHK Flat for Sale in Jai Nagar Arumbakkam Chennai,2
Singaperumal Koil,Singaperumal Koil,2700000,2 BHK Flat for Sale in Singaperumal Koil Chennai,2
Kelambakkam Vandalur Road,Kelambakkam Vandalur Road,5400000,3 BHK Flat for Sale in Kelambakkam Vandalur Road Chennai,3
Navalur,Navalur,7000000,3 BHK Flat for Sale in Navalur Chennai,3
Irungattukottai,Irungattukottai,3600000,2 BHK Flat for Sale in Irungattukottai Chennai,2
T Nagar,T Nagar,12000000,2 BHK Flat for Sale in T Nagar Chennai,2
Nandambakkam Ramapuram,Nandambakkam Ramapuram,15500000,2 BHK Flat for Sale in Nandambakkam Ramapuram Chennai,2
Pudupakkam,Pudupakkam,4000000,2 BHK Flat for Sale in Pudupakkam Chennai,2
Santhosapuram,Santhosapuram,4200000,2 BHK Flat for Sale in Santhosapuram Chennai,2
Semmancheri,Semmancheri,14500000,3 BHK Flat for Sale in Semmancheri Chennai,3
Poonamallee,Poonamallee,4900000,3 BHK Flat for Sale in Poonamallee Chennai,3
Panner Nagar,Panner Nagar,5800000,2 BHK Flat for Sale in Panner Nagar Chennai,2
Thiruporur,Thiruporur,5000000,3 BHK Flat for Sale in Thiruporur Chennai,3
Ambattur,Ambattur,4000000,2 BHK Flat for Sale in Ambattur Chennai,2
Guduvancheri,Guduvancheri,3700000,2 BHK Flat for Sale in Guduvancheri Chennai,2
Velachery,Velachery,20000000,3 BHK Flat for Sale in Velachery Chennai,3
T Nagar,T Nagar,15000000,2 BHK Flat for Sale in T Nagar Chennai,2
Kelambakkam,Kelambakkam,3000000,2 BHK Flat for Sale in Kelambakkam Chennai,2
Nallambakkam,Nallambakkam,2500000,2 BHK Flat for Sale in Nallambakkam Chennai,2
Perungudi,Perungudi,6500000,2 BHK Flat for Sale in Perungudi Chennai,2
Kovilambakkam,Kovilambakkam,10500000,2 BHK Flat for Sale in Kovilambakkam Chennai,2
Grand Southern Trunk Road,Grand Southern Trunk Road,12000000,2 BHK Flat for Sale in Grand Southern Trunk Road Chennai,2
Camp Road,Camp Road,9000000,3 BHK Flat for Sale in Camp Road Chennai,3
Ethiraj Salai,Ethiraj Salai,30000000,3 BHK Flat for Sale in Ethiraj Salai Chennai,3
Kundrathur,Kundrathur,4500000,2 BHK Flat for Sale in Kundrathur Chennai,2
Chinna Nolambur,Chinna Nolambur,13500000,2 BHK Flat for Sale in Chinna Nolambur Chennai,2
Thoraipakkam,Thoraipakkam,8500000,2 BHK Flat for Sale in Thoraipakkam Chennai,2
Mogappair,Mogappair,9500000,3 BHK Flat for Sale in Mogappair Chennai,3
Mylapore,Mylapore,13500000,2 BHK Flat for Sale in Mylapore Chennai,2
Siruseri,Siruseri,7000000,2 BHK Flat for Sale in Siruseri Chennai,2
Kelambakkam,Kelambakkam,4500000,2 BHK Flat for Sale in Kelambakkam Chennai,2
Chromepet,Chromepet,6000000,3 BHK Flat for Sale in Chromepet Chennai,3
East Coast Road,East Coast Road,15900000,3 BHK Flat for Sale in East Coast Road Chennai,3
Kundrathur,Kundrathur,4800000,2 BHK Flat for Sale in Kundrathur Chennai,2
Gopalapuram,Gopalapuram,13500000,2 BHK Flat for Sale in Gopalapuram Chennai,2
Thiruporur,Thiruporur,6000000,3 BHK Flat for Sale in Thiruporur Chennai,3
Koyambedu,Koyambedu,11500000,3 BHK Flat for Sale in Koyambedu Chennai,3
Mogappair East,Mogappair East,8500000,2 BHK Flat for Sale in Mogappair East Chennai,2
Avadi,Avadi,6500000,2 BHK Flat for Sale in Avadi Chennai,2
Numbal,Numbal,5000000,2 BHK Flat for Sale in Numbal Chennai,2
Vanagaram,Vanagaram,11500000,3 BHK Flat for Sale in Vanagaram Chennai,3
Chromepet,Chromepet,5200000,2 BHK Flat for Sale in Chromepet Chennai,2
Padapai,Padapai,6500000,2 BHK Flat for Sale in Padapai Chennai,2
Sithalapakkam,Sithalapakkam,3900000,2 BHK Flat for Sale in Sithalapakkam Chennai,2
Potheri,Potheri,7500000,2 BHK Flat for Sale in Potheri Chennai,2
Chromepet,Chromepet,3200000,2 BHK Flat for Sale in Chromepet Chennai,2
Perumbakkam,Perumbakkam,4300000,2 BHK Flat for Sale in Perumbakkam Chennai,2
Sholinganallur,Sholinganallur,9600000,2 BHK Flat for Sale in Sholinganallur Chennai,2
Perumbakkam,Perumbakkam,7500000,2 BHK Flat for Sale in Perumbakkam Chennai,2
Koyambedu,Koyambedu,15500000,2 BHK Flat for Sale in Koyambedu Chennai,2
Iyyappanthangal,Iyyappanthangal,8500000,2 BHK Flat for Sale in Iyyappanthangal Chennai,2
Ramapuram,Ramapuram,8500000,2 BHK Flat for Sale in Ramapuram Chennai,2
Kamaraj Nagar Semmancheri,Kamaraj Nagar Semmancheri,7500000,2 BHK Flat for Sale in Kamaraj Nagar Semmancheri Chennai,2
Korattur,Korattur,20500000,3 BHK Flat for Sale in Korattur Chennai,3
Adayalampattu,Adayalampattu,11500000,3 BHK Flat for Sale in Adayalampattu Chennai,3
Navalur,Navalur,7500000,3 BHK Flat for Sale in Navalur Chennai,3
Omr,Omr,6909999,3 BHK Flat for Sale in OMR Chennai,3
T Nagar,T Nagar,7400000,2 BHK Flat for Sale in T Nagar Chennai,2
Thazhambur,Thazhambur,11299999,3 BHK Flat for Sale in Thazhambur Chennai,3
Gerugambakkam,Gerugambakkam,4250000,2 BHK Flat for Sale in Gerugambakkam Chennai,2
Nellikuppam Road,Nellikuppam Road,5000000,3 BHK Flat for Sale in Nellikuppam Road Chennai,3
